provider_ccn,provider_org_name,provider_city,provider_street_address,provider_state_fips,provider_zip5,provider_state_abbreviation,provider_ruca_code,provider_ruca_description,drg_code,drg_description,total_discharges,average_submitted_covered_charge,average_total_payment_amount,average_medicare_payment_amount
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,17,40158.29,13057.24,11833.71
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",12,17870.17,5628.33,4161.67
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",603,CELLULITIS WITHOUT MCC,21,22138.48,5785.0,4267.9
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",638,DIABETES WITH CC,12,19662.25,6721.08,4232.25
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",16,20223.0,7328.25,6153.25
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",24,16693.92,4994.54,3794.54
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,19,31669.63,9258.0,7354.84
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,23,21392.04,5727.09,4301.0
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,45,24529.71,7275.78,6315.78
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,57,17196.79,5272.82,4009.67
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,15,33299.8,9864.73,8718.07
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",812,RED BLOOD CELL DISORDERS WITHOUT MCC,11,18470.64,5917.0,4462.45
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,95,36629.74,12258.03,10856.72
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,34,27852.62,6502.18,5329.94
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",948,SIGNS AND SYMPTOMS WITHOUT MCC,13,16571.23,5120.46,3889.69
10021,Dale Medical Center,Ozark,126 Hospital Ave,1,36360,AL,4,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,12,18187.17,10513.25,9183.58
10021,Dale Medical Center,Ozark,126 Hospital Ave,1,36360,AL,4,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",885,PSYCHOSES,24,20529.0,10723.25,9593.58
10022,Floyd Cherokee Medical Center,Centre,400 Northwood Dr,1,35960,AL,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",63,14343.25,8585.25,7218.4
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",20,542863.2,178380.05,145881.1
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",13,371219.46,131397.77,103490.46
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",23,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,27,160753.0,48557.48,37882.67
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",37,EXTRACRANIAL PROCEDURES WITH MCC,11,120516.09,25342.91,23678.0
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,28,24570.64,9240.18,7887.86
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,56,60169.11,16152.68,14039.55
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,56,40604.55,10400.77,6225.62
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,11,20965.27,9509.91,3764.82
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,16,25593.31,7130.75,5440.81
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,16,59180.31,15933.44,13326.62
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,16,70778.94,19114.81,12656.5
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,35,57372.63,17936.11,11920.54
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,20,35512.0,9308.7,7449.95
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,47,38089.21,11496.64,8577.26
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,17,30588.71,7570.12,6064.59
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,15,93939.4,24206.53,20556.2
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,14,117763.79,34232.43,32082.14
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,17,94025.53,29195.88,24863.59
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,11,93789.18,39391.91,22059.18
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,19,97379.68,21104.58,18065.84
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,23,54174.13,13948.22,11998.3
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",252,OTHER VASCULAR PROCEDURES WITH MCC,23,54901.43,24996.13,19984.48
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",253,OTHER VASCULAR PROCEDURES WITH CC,16,64365.62,18449.5,16602.06
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,12,122526.08,32651.67,30815.75
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,12,114375.5,42462.67,39832.5
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,24,96022.96,22190.5,20147.08
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",47,34089.28,14003.53,10290.62
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",26,23057.35,8156.23,5813.58
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",13,65678.77,15134.08,13663.92
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",14,49216.57,23947.86,12573.86
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",20,24651.9,9001.8,7280.5
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,106,31434.17,11278.91,8432.03
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",304,HYPERTENSION WITH MCC,14,34056.79,10037.29,6985.14
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",305,HYPERTENSION WITHOUT MCC,13,25430.23,6827.08,5513.92
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,23,26742.91,11588.0,7126.65
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,35,23057.14,7286.97,5229.11
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,18,11924.56,5426.17,3731.28
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,25,15730.2,8067.8,5749.92
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",313,CHEST PAIN,12,16860.83,6567.33,4867.67
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,16,83150.88,18324.31,14640.31
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",321,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITH MCC OR 4+ ARTERIES/,11,89949.0,25618.82,14222.73
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,25,66723.4,16421.24,12864.36
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,36,29133.69,10172.22,6730.31
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,13,25197.54,7402.77,5685.46
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",28,24038.43,6954.0,5149.36
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,11,88265.64,26846.91,25182.73
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,46,71417.24,24542.04,20173.04
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,33,39150.97,12019.48,7492.42
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,21,79512.52,22792.71,18513.19
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,34,46161.71,16394.82,12405.94
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",12,35421.92,16693.58,10151.75
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,20,41493.4,15846.65,13444.5
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",552,MEDICAL BACK PROBLEMS WITHOUT MCC,15,20418.07,8672.8,5692.4
