provider_ccn,provider_org_name,provider_street_address,provider_city,provider_state_abbreviation,provider_state_fips,provider_zip5,provider_ruca_code,provider_ruca_description,apc_code,apc_description,beneficiary_count,apc_services,average_total_submitted_charges,average_medicare_allowed_amount,average_medicare_payment_amount,outlier_services,average_medicare_outlier_amount
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,12,12,5201.1,1226.08,976.87,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,19,19,13507.36,5653.73,4495.12,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,126,131,30194.21,10712.87,9107.7,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5163,Level 3 ENT Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,89,103,9885.17,1263.66,1000.1,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,20,21,8194.41,2449.7,1923.58,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,68,74,8085.55,1440.55,1134.09,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5331,Complex GI Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,16,16,10407.7,2876.55,2261.25,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,43,43,20011.63,4382.98,3472.61,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,35,39,8834.92,1455.91,1129.04,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,67,78,12266.14,2667.65,2106.21,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,57,59,12331.88,3910.43,3092.98,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5376,Level 6 Urology and Related Services,25,25,14416.88,7314.14,5827.53,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5378,Level 8 Urology and Related Services,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5414,Level 4 Gynecologic Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5415,Level 5 Gynecologic Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5464,Level 4 Neurostimulator and Related Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5491,Level 1 Intraocular Procedures,87,149,5299.08,1826.04,1446.04,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5492,Level 2 Intraocular Procedures,18,27,13640.26,3415.28,2708.63,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,167,180,11910.8,2018.92,1594.24,0,0.0
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5163,Level 3 ENT Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,12,14,6121.98,1406.62,1110.78,0,0.0
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,,,,,,,
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,12,12,92696.28,22562.9,20962.9,0,0.0
010021,Dale Medical Center,126 Hospital Ave,Ozark,AL,01,36360,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,151,163,13666.14,2003.46,1593.42,0,0.0
010022,Floyd Cherokee Medical Center,400 Northwood Dr,Centre,AL,01,35960,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,33,35,40637.81,2094.8,1675.79,0,0.0
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,217,240,4471.47,1267.41,1003.22,0,0.0
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,39,39,12240.97,2042.14,1582.56,0,0.0
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,11,11,12268.74,2949.25,2349.81,0,0.0
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,44,45,21263.09,4737.65,3693.31,,
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,,,,,,,
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,,,,,,,
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,33,33,23669.14,5541.16,4384.24,0,0.0
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,272,283,36125.57,10862.55,9262.55,0,0.0
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5116,Level 6 Musculoskeletal Procedures,27,30,46860.73,17598.65,15998.65,0,0.0
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,14,15,3524.46,1371.39,1092.65,0,0.0
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,20,22,10541.04,2453.64,1872.36,0,0.0
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,,,,,,,
010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,01,36116,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,,,,,,,
