state_abbr,county_name,hospital_name,city,wait_text,wait_minutes,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,source_url,scrape_ts,ed_minutes_rating,detail_overall_patient_rating_points,mortality_overall_contribution,total_quality_points,adj_total_heartattack,adj_total_stroke,adj_total_heartfailure,adj_total_pneu,lat,lon,full_address
KS,Crawford,Via Christi Hospital Pittsburg Inc,Pittsburg,1h 50m,110.0,https://www.hospitalstats.org/hospital-ratings/via-christi-hospital-pittsburg-inc-pittsburg-ks.htm,Via Christi Hospital Pittsburg Inc Ratings,1 Mt Carmel Way,Pittsburg,KS,66762.0,(620) 231-6100,Acute Care Hospitals,YES,17% worse,17.0,worse,13.3,14.8,14.1,26.2,2.0,1.0,110.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Crawford-County-KS.htm,2025-10-18T17:40:42.562640+00:00,10,7,17% worse (±1),16,14,14,14,11,,,"1 Mt Carmel Way, Pittsburg, KS 66762"
KS,Geary,Irwin Ach (Ft Riley),Fort Riley,2h 35m,155.0,https://www.hospitalstats.org/hospital-ratings/irwin-ach-ft-riley-fort-riley-ks.htm,Irwin Ach (Ft Riley) Ratings,650 Huebner Rd.,Fort Riley,KS,66442.0,(785) 239-7000,Acute Care - Department of Defense,YES,,,,,,,,0.0,,155.0,VERY GOOD,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Doctors usually communicate well with patients; Patients usually receive help when they request it; Rooms were often quiet at night,Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Geary-County-KS.htm,2025-10-18T17:41:03.408311+00:00,10,10,mortality not used,20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",,,"650 Huebner Road., Fort Riley, KS 66442"
KS,Hamilton,Hamilton County Hospital,Syracuse,1h 20m,80.0,https://www.hospitalstats.org/hospital-ratings/hamilton-county-hospital-syracuse-ks.htm,Hamilton County Hospital Ratings,700 North Huser,Syracuse,KS,67878.0,(620) 384-7461,Critical Access Hospitals,YES,,,,,,,,,,80.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Hamilton-County-KS.htm,2025-10-18T17:41:13.216635+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"700 North Huser, Syracuse, KS 67878"
KS,Harvey,Nmc Health,Newton,2h 12m,132.0,https://www.hospitalstats.org/hospital-ratings/nmc-health-newton-ks.htm,Nmc Health Ratings,600 Medical Center Drive,Newton,KS,67114.0,(316) 283-2700,Acute Care Hospitals,YES,1% worse,1.0,worse,,14.3,12.1,17.8,6.0,0.0,132.0,VERY GOOD,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Harvey-County-KS.htm,2025-10-18T17:41:17.107395+00:00,10,10,1% worse (±0),20,"no data for specific chief complaint, quality point remains at 20",18,18,17,,,"600 Medical Center Drive, Newton, KS 67114"
KS,Labette,Labette Health,Parsons,1h 50m,110.0,https://www.hospitalstats.org/hospital-ratings/labette-health-parsons-ks.htm,Labette Health Ratings,1902 South Us Hwy 59,Parsons,KS,67357.0,(620) 421-4880,Acute Care Hospitals,YES,17% worse,17.0,worse,,,13.8,22.2,5.0,0.0,110.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,,https://www.hospitalstats.org/ER-Wait-Time/Labette-County-KS.htm,2025-10-18T17:41:36.791484+00:00,10,10,17% worse (±1),19,"no data for specific chief complaint, quality point remains at 19","no data for specific chief complaint, quality point remains at 19",17,15,,,"1902 South Us Highway 59, Parsons, KS 67357"
KS,Ness,Grisell Memorial Hospital,Ransom,1h 40m,100.0,https://www.hospitalstats.org/hospital-ratings/grisell-memorial-hospital-ransom-ks.htm,Grisell Memorial Hospital Ratings,210 South Vermont Avenue,Ransom,KS,67572.0,(785) 731-2231,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,100.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Ness-County-KS.htm,2025-10-18T17:42:04.875596+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"210 South Vermont Avenue, Ransom, KS 67572"
KS,Osborne,Osborne County Memorial Hospital,Osborne,1h 40m,100.0,https://www.hospitalstats.org/hospital-ratings/osborne-county-memorial-hospital-osborne-ks.htm,Osborne County Memorial Hospital Ratings,237 W Harrison Street Suite 100,Osborne,KS,67473.0,(785) 346-2121,Critical Access Hospitals,YES,,,,,,,,,,100.0,POOR,Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Osborne-County-KS.htm,2025-10-18T17:42:08.803666+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"237 W Harrison Street Suite 100, Osborne, KS 67473"
KS,Scott,Scott County Hospital,Scott City,1h 55m,115.0,https://www.hospitalstats.org/hospital-ratings/scott-county-hospital-scott-city-ks.htm,Scott County Hospital Ratings,201 Albert Avenue,Scott City,KS,67871.0,(620) 872-5811,Critical Access Hospitals,YES,0%,0.0,,,,,18.2,2.0,0.0,115.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Scott-County-KS.htm,2025-10-18T17:42:33.069357+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",12,,,"201 Albert Avenue, Scott City, KS 67871"
KS,Sherman,Goodland Regional Medical Center,Goodland,1h 44m,104.0,https://www.hospitalstats.org/hospital-ratings/goodland-regional-medical-center-goodland-ks.htm,Goodland Regional Medical Center Ratings,220 West Second Street,Goodland,KS,67735.0,(785) 890-3625,Critical Access Hospitals,YES,24% better,24.0,better,,,,14.7,0.0,0.0,104.0,POOR,Nurses usually take time to communicate well; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Sherman-County-KS.htm,2025-10-18T17:42:48.817729+00:00,10,5,24% better (±1),16,"no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16",14,,,"220 West Second Street, Goodland, KS 67735"
KS,Trego,Trego County Lemke Memorial Hospital,Wa Keeney,2h 6m,126.0,https://www.hospitalstats.org/hospital-ratings/trego-county-lemke-memorial-hospital-wa-keeney-ks.htm,Trego County Lemke Memorial Hospital Ratings,320 N Thirteenth St,Wa Keeney,KS,67672.0,(785) 743-2182,Critical Access Hospitals,YES,12% worse,12.0,worse,,,,20.6,0.0,0.0,126.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Trego-County-KS.htm,2025-10-18T17:42:54.771326+00:00,10,5,12% worse (±1),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",10,,,"320 N Thirteenth Street, Wa Keeney, KS 67672"
KS,Wilson,Wilson Medical Center,Neodesha,1h 39m,99.0,https://www.hospitalstats.org/hospital-ratings/wilson-medical-center-neodesha-ks.htm,Wilson Medical Center Ratings,Reece Campus 2600 Ottawa Road,Neodesha,KS,66757.0,(620) 325-2611,Critical Access Hospitals,YES,13% worse,13.0,worse,,,,21.0,0.0,0.0,99.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Wilson-County-KS.htm,2025-10-18T17:43:01.040834+00:00,10,5,13% worse (±1),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",10,,,"Reece Campus 2600 Ottawa Road, Neodesha, KS 66757"
KY,Boyle,Ephraim Mcdowell Regional Medical Center,Danville,2h 36m,156.0,https://www.hospitalstats.org/hospital-ratings/ephraim-mcdowell-regional-medical-center-danville-ky.htm,Ephraim Mcdowell Regional Medical Center Ratings,217 South Third Street,Danville,KY,40422.0,(859) 239-2409,Acute Care Hospitals,YES,16% worse,16.0,worse,13.9,16.5,17.1,19.8,8.0,0.0,156.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Boyle-County-KY.htm,2025-10-18T17:43:19.827178+00:00,10,7,16% worse (±1),16,14,13,13,13,,,"217 South Third Street, Danville, KY 40422"
KY,Breckinridge,Breckinridge Memorial Hospital,Hardinsburg,2h 22m,142.0,https://www.hospitalstats.org/hospital-ratings/breckinridge-memorial-hospital-hardinsburg-ky.htm,Breckinridge Memorial Hospital Ratings,1011 Old Highway 60,Hardinsburg,KY,40143.0,(270) 756-7000,Critical Access Hospitals,YES,14% worse,14.0,worse,,,14.9,20.1,1.0,0.0,142.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Breckinridge-County-KY.htm,2025-10-18T17:43:23.736755+00:00,10,5,14% worse (±1),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",12,10,,,"1011 Old Highway 60, Hardinsburg, KY 40143"
KY,Fayette,Saint Joseph Hospital,Lexington,3h 46m,226.0,https://www.hospitalstats.org/hospital-ratings/saint-joseph-hospital-lexington-ky.htm,Saint Joseph Hospital Ratings,One Saint Joseph Drive,Lexington,KY,40504.0,(859) 313-1000,Acute Care Hospitals,YES,9% better,9.0,better,12.6,13.8,12.1,13.4,5.0,2.0,226.0,BELOW AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Fayette-County-KY.htm,2025-10-18T17:43:53.844957+00:00,7,6,9% better (±0),13,11,11,11,11,,,"One Saint Joseph Drive, Lexington, KY 40504"
KY,Fleming,Fleming County Hospital,Flemingsburg,1h 38m,98.0,https://www.hospitalstats.org/hospital-ratings/fleming-county-hospital-flemingsburg-ky.htm,Fleming County Hospital Ratings,55 Foundation Drive,Flemingsburg,KY,41041.0,(606) 849-5100,Critical Access Hospitals,YES,18% worse,18.0,worse,,,,22.2,1.0,0.0,98.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Fleming-County-KY.htm,2025-10-18T17:43:56.076598+00:00,10,10,18% worse (±1),19,"no data for specific chief complaint, quality point remains at 19","no data for specific chief complaint, quality point remains at 19","no data for specific chief complaint, quality point remains at 19",15,,,"55 Foundation Drive, Flemingsburg, KY 41041"
KY,Floyd,Mcdowell Arh Hospital,Mc Dowell,1h 24m,84.0,https://www.hospitalstats.org/hospital-ratings/mcdowell-arh-hospital-mc-dowell-ky.htm,Mcdowell Arh Hospital Ratings,9879 Kentucky Route 122,Mc Dowell,KY,41647.0,(606) 377-3400,Critical Access Hospitals,YES,,,,,,,,1.0,0.0,84.0,POOR,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Patients usually receive help when they request it; Rooms and facilities are usually clean; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Floyd-County-KY.htm,2025-10-18T17:43:59.886100+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"9879 Kentucky Route 122, Mc Dowell, KY 41647"
KY,Floyd,Highlands Arh Regional Medical Center,Prestonsburg,3h 6m,186.0,https://www.hospitalstats.org/hospital-ratings/highlands-arh-regional-medical-center-prestonsburg-ky.htm,Highlands Arh Regional Medical Center Ratings,5000 Kentucky Route 321,Prestonsburg,KY,41653.0,(606) 886-8511,Acute Care Hospitals,YES,7% worse,7.0,worse,13.3,,12.7,19.9,3.0,2.0,186.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Floyd-County-KY.htm,2025-10-18T17:43:59.886100+00:00,9,7,7% worse (±0),16,14,"no data for specific chief complaint, quality point remains at 16",14,13,,,"5000 Kentucky Route 321, Prestonsburg, KY 41653"
KY,Harrison,Harrison Memorial Hospital,Cynthiana,2h 44m,164.0,https://www.hospitalstats.org/hospital-ratings/harrison-memorial-hospital-cynthiana-ky.htm,Harrison Memorial Hospital Ratings,1210 Ky Hwy 36 E,Cynthiana,KY,41031.0,(859) 234-2300,Acute Care Hospitals,YES,22% worse,22.0,worse,12.7,,15.0,27.0,0.0,1.0,164.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Harrison-County-KY.htm,2025-10-18T17:44:17.121415+00:00,9,10,22% worse (±1),18,16,"no data for specific chief complaint, quality point remains at 18",16,13,,,"1210 Ky Highway 36 E, Cynthiana, KY 41031"
KY,Laurel,Saint Joseph London,London,4h 8m,248.0,https://www.hospitalstats.org/hospital-ratings/saint-joseph-london-london-ky.htm,Saint Joseph London Ratings,1001 Saint Joseph Lane,London,KY,40741.0,(606) 330-6000,Acute Care Hospitals,YES,9% better,9.0,better,12.8,13.5,10.9,14.6,2.0,1.0,248.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean; Rooms were often quiet at night,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Laurel-County-KY.htm,2025-10-18T17:44:36.431413+00:00,7,7,9% better (±0),14,12,12,12,12,,,"1001 Saint Joseph Lane, London, KY 40741"
KY,Lawrence,Three Rivers Medical Center,Louisa,2h 30m,150.0,https://www.hospitalstats.org/hospital-ratings/three-rivers-medical-center-louisa-ky.htm,Three Rivers Medical Center Ratings,2485 Highway 644,Louisa,KY,41230.0,(606) 638-9451,Acute Care Hospitals,YES,13% worse,13.0,worse,,,14.2,20.1,4.0,1.0,150.0,AVERAGE,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Lawrence-County-KY.htm,2025-10-18T17:44:38.323977+00:00,10,7,13% worse (±1),16,"no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16",14,12,,,"2485 Highway 644, Louisa, KY 41230"
