Hospital_Name,Address,City,State,ZIP,Top_Procedures
Good Samaritan Hospital,IN,Vincennes,520 S 7th St,47591,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Baptist Health Floyd,IN,New Albany,1850 State St,47150,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Parkview Dekalb Hospital,IN,Auburn,1316 E Seventh St,46706,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Terre Haute Regional Hospital,IN,Terre Haute,3901 S Seventh St,47802,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Lutheran Downtown Hospital,IN,Fort Wayne,702 Van Buren Street,46802,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation Wireless PA Pressure Monitor
Reid Health,IN,Richmond,1100 Reid Pkwy,47374,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Iu Health Bloomington Hospital,IN,Bloomington,2651 East Discovery Parkway,47408,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Indiana University Health,IN,Indianapolis,1701 N Senate Blvd,46202,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Cochlear Implant Procedure
Franciscan Health Mooresville,IN,Mooresville,1201 Hadley Rd,46158,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Memorial Hospital Of South Bend,IN,South Bend,615 N Michigan St,46601,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Riverview Health,IN,Noblesville,395 Westfield Rd,46060,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation Wireless PA Pressure Monitor
Daviess Community Hospital,IN,Washington,1314 E Walnut St,47501,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Schneck Medical Center,IN,Seymour,411 W Tipton St,47274,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Norton-King's Daughters' Health,IN,Madison,1373 East Sr 62,47250,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Memorial Hospital,IN,Logansport,1101 Michigan Ave,46947,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Community Hospital East,IN,Indianapolis,1500 N Ritter Ave,46219,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Bluffton Regional Medical Center,IN,Bluffton,303 S Main St,46714,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Saint Joseph Regional Medical Center - Plymouth,IN,Plymouth,1915 Lake Ave,46563,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Intraocular Procedures
Deaconess Hospital Inc,IN,Evansville,600 Mary St,47710,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Ascension St Vincent Hospital,IN,Indianapolis,2001 W 86th St,46260,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
St Elizabeth Dearborn Hospital,IN,Lawrenceburg,600 Wilson Creek Rd,47025,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Ascension St Vincent Anderson,IN,Anderson,2015 Jackson St,46016,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Indiana University Health Ball Memorial Hospital,IN,Muncie,2401 University Ave,47303,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Franciscan Health Dyer,IN,Dyer,24 Joliet St,46311,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Parkview Huntington Hospital,IN,Huntington,2001 Stults Rd,46750,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Major Hospital,IN,Shelbyville,2451 Intelliplex Dr,46176,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Ascension St Vincent Evansville,IN,Evansville,3700 Washington Ave,47750,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Parkview Whitley Hospital,IN,Columbia City,1260 E Sr 205,46725,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Northwest Health- Starke,IN,Knox,102 E Culver Rd,46534,Comprehensive Observation Services | Level 1 Intraocular Procedures | Level 1 Nerve Procedures
Witham Health Services,IN,Lebanon,2605 N Lebanon St,46052,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Franciscan Health Lafayette,IN,Lafayette,1701 S Creasy Ln,47905,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Columbus Regional Hospital,IN,Columbus,2400 E 17th St,47201,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Community Hospital Of Anderson And Madison County,IN,Anderson,1515 N Madison Ave,46011,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Memorial Hospital And Health Care Center,IN,Jasper,800 W 9th St,47546,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Community Hospital,IN,Munster,901 Macarthur Blvd,46321,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Franciscan Health Crown Point,IN,Crown Point,1201 S Main St,46307,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Community Hospital South,IN,Indianapolis,1402 E County Line Rd S,46227,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Lutheran Kosciusko Hospital,IN,Warsaw,2101 E Dubois Dr,46580,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Parkview Noble Hospital,IN,Kendallville,401 Sawyer Rd,46755,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Women's Hospital The,IN,Newburgh,4199 Gateway Blvd,47630,Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Laparoscopy and Related Services
Dupont Hospital Llc,IN,Fort Wayne,2520 E Dupont Rd,46825,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Ascension St Vincent Heart Center,IN,Carmel,10580 N Meridian St,46290,Comprehensive Observation Services | Level 1 Endovascular Procedures | Level 1 ICD and Similar Procedures
Ascension St Vincent Carmel,IN,Carmel,13500 N Meridian St,46032,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Iu Health West Hospital,IN,Avon,1111 N Ronald Reagan Pkwy,46123,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Orthoindy Hospital,IN,Indianapolis,8400 Northwest Blvd,46278,Implantation of Drug Infusion Device | Level 1 Nerve Procedures | Level 1 Neurostimulator and Related Procedures
Indiana University Health North Hospital,IN,Carmel,11700 N Meridian St,46032,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Franciscan Health Indianapolis,IN,Indianapolis,8111 S Emerson Ave,46237,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Franciscan Health Munster,IN,Munster,701 Superior Ave,46321,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Pinnacle Hospital,IN,Crown Point,9301 Connecticut Dr,46307,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Orthopaedic Hospital At Parkview North Llc,IN,Fort Wayne,11130 Parkview Circle Dr,46845,Level 1 Nerve Procedures | Level 2 Excision/ Biopsy/ Incision and Drainage | Level 2 Musculoskeletal Procedures
The Orthopaedic Hospital Of Lutheran Health Networ,IN,Fort Wayne,7952 W Jefferson Blvd,46804,Level 1 Nerve Procedures | Level 2 Excision/ Biopsy/ Incision and Drainage | Level 2 Musculoskeletal Procedures
Community Hospital North,IN,Indianapolis,7150 Clearvista Dr,46256,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Physicians' Medical Center Llc,IN,New Albany,4023 Reas Ln,47150,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Implantation of Drug Infusion Device
Indiana University Health Arnett Hospital,IN,Lafayette,5165 Mccarty Ln,47905,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Unity Physicians Hospital,IN,Mishawaka,4455 Edison Lakes Pkwy,46545,Abdominal/Peritoneal/Biliary and Related Procedures | Level 1 Laparoscopy and Related Services | Level 1 Nerve Procedures
Ascension St Vincent Fishers,IN,Fishers,13861 Olio Road,46037,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Monroe Hospital,IN,Bloomington,4011 S Monroe Medical Park Blvd,47403,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Indiana Kidney Institute,IN,Indianapolis,1420 N Senate Ave Suite A,46202,Level 2 Endovascular Procedures | Level 2 Vascular Procedures | Level 3 Endovascular Procedures
"Franciscan Beacon Hospital, Llc",IN,La Porte,1010 W Sr 2,46350,Comprehensive Observation Services | Level 2 Excision/ Biopsy/ Incision and Drainage | Level 2 Musculoskeletal Procedures
Nani Vascular,IN,Fort Wayne,1833 Magnavox Way,46804,Level 2 Endovascular Procedures | Level 2 Vascular Procedures | Level 3 Endovascular Procedures
Franciscan Health Orthopedic Hospital Carmel,IN,Carmel,10777 Illinois Street,46032,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Rehabilitation Hospital Of Indiana Inc,IN,Indianapolis,4141 Shore Dr,46254,Level 1 Nerve Procedures
Unitypoint Health - Marshalltown,IA,Marshalltown,55 Unitypoint Way,50158,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
St Anthony Regional Hospital & Nursing Home,IA,Carroll,311 South Clark Street,51401,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Trinity Muscatine,IA,Muscatine,1518 Mulberry Avenue,52761,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Trinity Regional Medical Center,IA,Fort Dodge,802 Kenyon Rd,50501,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Chi Health Mercy Council Bluffs,IA,Council Bluffs,800 Mercy Drive,51503,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Mercy Hospital,IA,Iowa City,500 E Market Street,52245,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Mary Greeley Medical Center,IA,Ames,1111 Duff Avenue,50010,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Mercyone Newton Medical Center,IA,Newton,204 N 4th Ave E,50208,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Genesis Medical Center-Davenport,IA,Davenport,1227 East Rusholme Street,52803,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Mercyone Cedar Falls Medical Center,IA,Cedar Falls,515 College Street,50613,Comprehensive Observation Services | Level 1 Intraocular Procedures | Level 1 Laparoscopy and Related Services
St Lukes Hospital,IA,Cedar Rapids,1026 A Ave Ne,52402,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Methodist Jennie Edmundson,IA,Council Bluffs,933 East Pierce Street,51503,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Southeast Iowa Regional Medical Center,IA,West Burlington,1221 South Gear Avenue,52655,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Comprehensive Observation Services
University Of Iowa Hospital & Clinics,IA,Iowa City,200 Hawkins Drive,52242,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Mercyone North Iowa Medical Center,IA,Mason City,1000 Fourth Street Sw,50401,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Mercyone Waterloo Medical Center,IA,Waterloo,3421 West Ninth Street,50702,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Mercyone Dubuque Medical Center,IA,Dubuque,250 Mercy Drive,52001,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Mercy Medical Center - Cedar Rapids,IA,Cedar Rapids,701 10th Street Se,52403,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Mercyone Clinton Medical Center,IA,Clinton,1410 North 4th Street,52732,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
