hospital_name,__key,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,State,County,ed_minutes_rating,detail_overall_patient_rating_points,mortality_overall_contribution,total_quality_points,adj_total_heartattack,adj_total_stroke,adj_total_heartfailure,adj_total_pneu
Jackson Park Hospital,jackson park hospital,https://www.hospitalstats.org/hospital-ratings/jackson-park-hospital-chicago-il.htm,Jackson Park Hospital Ratings,7531 S Stony Island Ave,Chicago,IL,60649,(773) 947-7500,Acute Care Hospitals,YES,17% better,17.0,better,,,10.1,,0.0,0.0,184.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,IL,Cook,wait time rating not available,5,17% better (±1),6,"no data for specific chief complaint, quality point remains at 6","no data for specific chief complaint, quality point remains at 6",4,"no data for specific chief complaint, quality point remains at 6"
Northwest Community Hospital 1,northwest community hospital 1,https://www.hospitalstats.org/hospital-ratings/northwest-community-hospital-1-arlington-heights-il.htm,Northwest Community Hospital 1 Ratings,800 W Central Road,Arlington Heights,IL,60005,(847) 618-1000,Acute Care Hospitals,YES,4% better,4.0,better,11.9,12.3,11.0,19.2,15.0,2.0,188.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,7,4% better (±0),7,5,5,5,4
Humboldt Park Health,humboldt park health,https://www.hospitalstats.org/hospital-ratings/humboldt-park-health-chicago-il.htm,Humboldt Park Health Ratings,1044 N Francisco Ave,Chicago,IL,60622,(773) 292-8200,Acute Care Hospitals,YES,1% better,1.0,better,,,12.0,17.7,9.0,1.0,188.0,BELOW AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,IL,Cook,wait time rating not available,6,1% better (±0),6,"no data for specific chief complaint, quality point remains at 6","no data for specific chief complaint, quality point remains at 6",4,3
Adventist La Grange Memorial Hospital,adventist la grange memorial hospital,https://www.hospitalstats.org/hospital-ratings/adventist-la-grange-memorial-hospital-la-grange-il.htm,Adventist La Grange Memorial Hospital Ratings,5101 S Willow Springs Rd,La Grange,IL,60525,(708) 352-1200,Acute Care Hospitals,YES,10% better,10.0,better,10.6,12.4,10.5,18.0,15.0,0.0,191.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,7,10% better (±1),8,6,6,6,5
Provident Hospital Of Chicago,provident hospital of chicago,https://www.hospitalstats.org/hospital-ratings/provident-hospital-of-chicago-chicago-il.htm,Provident Hospital Of Chicago Ratings,500 E 51st St,Chicago,IL,60615,(312) 572-2000,Acute Care Hospitals,YES,,,,,,,,2.0,0.0,195.0,POOR,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Saint Anthony Hospital,saint anthony hospital,https://www.hospitalstats.org/hospital-ratings/saint-anthony-hospital-chicago-il.htm,Saint Anthony Hospital Ratings,2875 West 19th Street,Chicago,IL,60623,(773) 521-1710,Acute Care Hospitals,YES,4% better,4.0,better,,,11.4,,2.0,0.0,198.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,7,4% better (±0),7,"no data for specific chief complaint, quality point remains at 7","no data for specific chief complaint, quality point remains at 7",5,"no data for specific chief complaint, quality point remains at 7"
Methodist Hospital Of Chicago,methodist hospital of chicago,https://www.hospitalstats.org/hospital-ratings/methodist-hospital-of-chicago-chicago-il.htm,Methodist Hospital Of Chicago Ratings,5025 N Paulina Street,Chicago,IL,60640,(773) 271-9040,Acute Care Hospitals,YES,,,,,,,,0.0,0.0,201.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Mt Sinai Hospital Medical Center,mt sinai hospital medical center,https://www.hospitalstats.org/hospital-ratings/mt-sinai-hospital-medical-center-chicago-il.htm,Mt Sinai Hospital Medical Center Ratings,1500 S Fairfield Ave,Chicago,IL,60608,(773) 542-2000,Acute Care Hospitals,YES,2% better,2.0,better,13.9,13.2,10.8,17.6,25.0,6.0,202.0,BELOW AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,IL,Cook,wait time rating not available,6,2% better (±0),6,4,4,4,3
St Alexius Medical Center,st alexius medical center,https://www.hospitalstats.org/hospital-ratings/st-alexius-medical-center-hoffman-estates-il.htm,St Alexius Medical Center Ratings,1555 N Barrington Rd,Hoffman Estates,IL,60169,(847) 843-2000,Acute Care Hospitals,YES,18% better,18.0,better,11.4,11.9,8.4,16.3,16.0,4.0,210.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,IL,Cook,wait time rating not available,7,18% better (±1),8,6,6,7,5
Presence Saints Mary And Elizabeth Medical Center,presence saints mary and elizabeth medical center,https://www.hospitalstats.org/hospital-ratings/presence-saints-mary-and-elizabeth-medical-center-chicago-il.htm,Presence Saints Mary And Elizabeth Medical Center Ratings,2233 W Division St,Chicago,IL,60622,(312) 770-2000,Acute Care Hospitals,YES,16% better,16.0,better,12.3,11.9,10.3,14.0,7.0,4.0,211.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,7,16% better (±1),8,6,6,6,6
Alexian Brothers Medical Center 1,alexian brothers medical center 1,https://www.hospitalstats.org/hospital-ratings/alexian-brothers-medical-center-1-elk-grove-village-il.htm,Alexian Brothers Medical Center 1 Ratings,800 Biesterfield Rd,Elk Grove Village,IL,60007,(847) 437-5500,Acute Care Hospitals,YES,12% better,12.0,better,10.4,14.9,9.1,16.1,4.0,1.0,218.0,AVERAGE,Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it,IL,Cook,wait time rating not available,7,12% better (±1),8,6,6,7,5
Rush Oak Park Hospital,rush oak park hospital,https://www.hospitalstats.org/hospital-ratings/rush-oak-park-hospital-oak-park-il.htm,Rush Oak Park Hospital Ratings,520 S Maple Ave,Oak Park,IL,60304,(708) 383-9300,Acute Care Hospitals,YES,19% better,19.0,better,13.0,12.1,9.7,12.8,10.0,0.0,224.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,7,19% better (±1),8,6,6,7,6
Community First Medical Center,community first medical center,https://www.hospitalstats.org/hospital-ratings/community-first-medical-center-chicago-il.htm,Community First Medical Center Ratings,5645 W Addison Street,Chicago,IL,60634,(773) 282-7000,Acute Care Hospitals,YES,8% better,8.0,better,12.0,13.4,10.5,16.2,8.0,0.0,228.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,IL,Cook,wait time rating not available,5,8% better (±0),5,3,3,3,2
Macneal  Hospital,macneal hospital,https://www.hospitalstats.org/hospital-ratings/macneal-hospital-berwyn-il.htm,Macneal Hospital Ratings,3249 South Oak Park Avenue,Berwyn,IL,60402,(708) 783-9100,Acute Care Hospitals,YES,6% better,6.0,better,13.3,12.4,10.7,17.0,20.0,2.0,228.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,7,6% better (±0),7,5,5,5,4
Louis A Weiss Memorial Hospital,louis a weiss memorial hospital,https://www.hospitalstats.org/hospital-ratings/louis-a-weiss-memorial-hospital-chicago-il.htm,Louis A Weiss Memorial Hospital Ratings,4646 N Marine Drive,Chicago,IL,60640,(773) 878-8700,Acute Care Hospitals,YES,10% better,10.0,better,11.6,12.3,9.8,17.6,5.0,3.0,231.0,BELOW AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,6,10% better (±1),7,5,5,6,4
Advocate Illinois Masonic Medical Center,advocate illinois masonic medical center,https://www.hospitalstats.org/hospital-ratings/advocate-illinois-masonic-medical-center-chicago-il.htm,Advocate Illinois Masonic Medical Center Ratings,836 West Wellington Avenue,Chicago,IL,60657,(773) 975-1600,Acute Care Hospitals,YES,13% better,13.0,better,12.7,10.0,10.1,17.4,15.0,2.0,232.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,7,13% better (±1),8,6,7,6,5
Amita Health Resurrection Medical Center,amita health resurrection medical center,https://www.hospitalstats.org/hospital-ratings/amita-health-resurrection-medical-center-chicago-il.htm,Amita Health Resurrection Medical Center Ratings,7435 W Talcott Avenue,Chicago,IL,60631,(773) 774-8000,Acute Care Hospitals,YES,6% better,6.0,better,12.2,14.7,9.5,17.1,28.0,1.0,235.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,7,6% better (±0),7,5,5,6,4
Roseland Community Hospital,roseland community hospital,https://www.hospitalstats.org/hospital-ratings/roseland-community-hospital-chicago-il.htm,Roseland Community Hospital Ratings,45 W 111th Street,Chicago,IL,60628,(773) 995-3000,Acute Care Hospitals,YES,5% better,5.0,better,,,11.0,17.7,0.0,0.0,240.0,BELOW AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,IL,Cook,wait time rating not available,6,5% better (±0),6,"no data for specific chief complaint, quality point remains at 6","no data for specific chief complaint, quality point remains at 6",4,3
Advocate Lutheran General Hospital,advocate lutheran general hospital,https://www.hospitalstats.org/hospital-ratings/advocate-lutheran-general-hospital-park-ridge-il.htm,Advocate Lutheran General Hospital Ratings,1775 Dempster St,Park Ridge,IL,60068,(847) 723-2210,Acute Care Hospitals,YES,21% better,21.0,better,10.9,11.3,8.8,15.7,41.0,6.0,242.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,IL,Cook,wait time rating not available,7,21% better (±1),8,6,6,7,5
